"URL";"COD_MUNICIPIO"
"http://opendata.aragon.es/recurso/territorio/Municipio/Antillón";"22029";
"http://opendata.aragon.es/recurso/territorio/Municipio/Aragüés_del_Puerto";"22032";
"http://opendata.aragon.es/recurso/territorio/Municipio/Aranda_de_Moncayo";"50031";
"http://opendata.aragon.es/recurso/territorio/Municipio/Arcos_de_las_Salinas";"44026";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ardisa";"50033";
"http://opendata.aragon.es/recurso/territorio/Municipio/Arens_de_Lledó";"44027";
"http://opendata.aragon.es/recurso/territorio/Municipio/Argavieso";"22036";
"http://opendata.aragon.es/recurso/territorio/Municipio/Argente";"44028";
"http://opendata.aragon.es/recurso/territorio/Municipio/Arguis";"22037";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ariza";"50034";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ariño";"44029";
"http://opendata.aragon.es/recurso/territorio/Municipio/Artieda";"50035";
"http://opendata.aragon.es/recurso/territorio/Municipio/Arándiga";"50032";
"http://opendata.aragon.es/recurso/territorio/Municipio/Arén";"22035";
"http://opendata.aragon.es/recurso/territorio/Municipio/Asín";"50036";
"http://opendata.aragon.es/recurso/territorio/Municipio/Atea";"50037";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ateca";"50038";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ayerbe";"22039";
"http://opendata.aragon.es/recurso/territorio/Municipio/Azaila";"44031";
"http://opendata.aragon.es/recurso/territorio/Municipio/Azanuy-Alins";"22040";
"http://opendata.aragon.es/recurso/territorio/Municipio/Azara";"22041";
"http://opendata.aragon.es/recurso/territorio/Municipio/Azlor";"22042";
"http://opendata.aragon.es/recurso/territorio/Municipio/Azuara";"50039";
"http://opendata.aragon.es/recurso/territorio/Municipio/Aínsa-Sobrarbe";"22907";
"http://opendata.aragon.es/recurso/territorio/Municipio/Aísa";"22006";
"http://opendata.aragon.es/recurso/territorio/Municipio/Añón_de_Moncayo";"50030";
"http://opendata.aragon.es/recurso/territorio/Municipio/Badules";"50040";
"http://opendata.aragon.es/recurso/territorio/Municipio/Baells";"22043";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bagüés";"50041";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bailo";"22044";
"http://opendata.aragon.es/recurso/territorio/Municipio/Balconchán";"50042";
"http://opendata.aragon.es/recurso/territorio/Municipio/Baldellou";"22045";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ballobar";"22046";
"http://opendata.aragon.es/recurso/territorio/Municipio/Banastás";"22047";
"http://opendata.aragon.es/recurso/territorio/Municipio/Barbastro";"22048";
"http://opendata.aragon.es/recurso/territorio/Municipio/Barbués";"22049";
"http://opendata.aragon.es/recurso/territorio/Municipio/Barbuñales";"22050";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bardallur";"50044";
"http://opendata.aragon.es/recurso/territorio/Municipio/Barrachina";"44035";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bañón";"44034";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bea";"44036";
"http://opendata.aragon.es/recurso/territorio/Municipio/Beceite";"44037";
"http://opendata.aragon.es/recurso/territorio/Municipio/Belchite";"50045";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bello";"44039";
"http://opendata.aragon.es/recurso/territorio/Municipio/Belmonte_de_Gracián";"50046";
"http://opendata.aragon.es/recurso/territorio/Municipio/Belmonte_de_San_José";"44038";
"http://opendata.aragon.es/recurso/territorio/Municipio/Belver_de_Cinca";"22052";
"http://opendata.aragon.es/recurso/territorio/Municipio/Benabarre";"22053";
"http://opendata.aragon.es/recurso/territorio/Municipio/Benasque";"22054";
"http://opendata.aragon.es/recurso/territorio/Municipio/Berbegal";"22055";
"http://opendata.aragon.es/recurso/territorio/Municipio/Berdejo";"50047";
"http://opendata.aragon.es/recurso/territorio/Municipio/Berge";"44040";
"http://opendata.aragon.es/recurso/territorio/Municipio/Berrueco";"50048";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bezas";"44041";
"http://opendata.aragon.es/recurso/territorio/Municipio/Biel";"50901";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bielsa";"22057";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bierge";"22058";
"http://opendata.aragon.es/recurso/territorio/Municipio/Biescas";"22059";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bijuesca";"50050";
"http://opendata.aragon.es/recurso/territorio/Municipio/Binaced";"22060";
"http://opendata.aragon.es/recurso/territorio/Municipio/Binéfar";"22061";
"http://opendata.aragon.es/recurso/territorio/Municipio/Biota";"50051";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bisaurri";"22062";
"http://opendata.aragon.es/recurso/territorio/Municipio/Biscarrués";"22063";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bisimbre";"50052";
"http://opendata.aragon.es/recurso/territorio/Municipio/Blancas";"44042";
"http://opendata.aragon.es/recurso/territorio/Municipio/Blecua_y_Torres";"22064";
"http://opendata.aragon.es/recurso/territorio/Municipio/Blesa";"44043";
"http://opendata.aragon.es/recurso/territorio/Municipio/Boltaña";"22066";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bonansa";"22067";
"http://opendata.aragon.es/recurso/territorio/Municipio/Boquiñeni";"50053";
"http://opendata.aragon.es/recurso/territorio/Municipio/Borau";"22068";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bordalba";"50054";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bordón";"44044";
"http://opendata.aragon.es/recurso/territorio/Municipio/Borja";"50055";
"http://opendata.aragon.es/recurso/territorio/Municipio/Botorrita";"50056";
"http://opendata.aragon.es/recurso/territorio/Municipio/Brea_de_Aragón";"50057";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bronchales";"44045";
"http://opendata.aragon.es/recurso/territorio/Municipio/Broto";"22069";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bubierca";"50058";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bueña";"44046";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bujaraloz";"50059";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bulbuente";"50060";
"http://opendata.aragon.es/recurso/territorio/Municipio/Burbáguena";"44047";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bureta";"50061";
"http://opendata.aragon.es/recurso/territorio/Municipio/Burgo_de_Ebro_(El)";"50062";
"http://opendata.aragon.es/recurso/territorio/Municipio/Buste_(El)";"50063";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bádenas";"44032";
"http://opendata.aragon.es/recurso/territorio/Municipio/Báguena";"44033";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bárboles";"50043";
"http://opendata.aragon.es/recurso/territorio/Municipio/Bárcabo";"22051";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cabañas_de_Ebro";"50064";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cabolafuente";"50065";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cabra_de_Mora";"44048";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cadrete";"50066";
"http://opendata.aragon.es/recurso/territorio/Municipio/Calaceite";"44049";
"http://opendata.aragon.es/recurso/territorio/Municipio/Calamocha";"44050";
"http://opendata.aragon.es/recurso/territorio/Municipio/Calanda";"44051";
"http://opendata.aragon.es/recurso/territorio/Municipio/Calatayud";"50067";
"http://opendata.aragon.es/recurso/territorio/Municipio/Calatorao";"50068";
"http://opendata.aragon.es/recurso/territorio/Municipio/Calcena";"50069";
"http://opendata.aragon.es/recurso/territorio/Municipio/Caldearenas";"22072";
"http://opendata.aragon.es/recurso/territorio/Municipio/Calmarza";"50070";
"http://opendata.aragon.es/recurso/territorio/Municipio/Calomarde";"44052";
"http://opendata.aragon.es/recurso/territorio/Municipio/Camarena_de_la_Sierra";"44054";
"http://opendata.aragon.es/recurso/territorio/Municipio/Camarillas";"44055";
"http://opendata.aragon.es/recurso/territorio/Municipio/Camañas";"44053";
"http://opendata.aragon.es/recurso/territorio/Municipio/Caminreal";"44056";
"http://opendata.aragon.es/recurso/territorio/Municipio/Campillo_de_Aragón";"50071";
"http://opendata.aragon.es/recurso/territorio/Municipio/Campo";"22074";
"http://opendata.aragon.es/recurso/territorio/Municipio/Camporrells";"22075";
"http://opendata.aragon.es/recurso/territorio/Municipio/Canal_de_Berdún";"22076";
"http://opendata.aragon.es/recurso/territorio/Municipio/Candasnos";"22077";
"http://opendata.aragon.es/recurso/territorio/Municipio/Canfranc";"22078";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cantavieja";"44059";
"http://opendata.aragon.es/recurso/territorio/Municipio/Capdesaso";"22079";
"http://opendata.aragon.es/recurso/territorio/Municipio/Capella";"22080";
"http://opendata.aragon.es/recurso/territorio/Municipio/Carenas";"50072";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cariñena";"50073";
"http://opendata.aragon.es/recurso/territorio/Municipio/Casbas_de_Huesca";"22081";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cascante_del_Río";"44064";
"http://opendata.aragon.es/recurso/territorio/Municipio/Caspe";"50074";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_Alarba";"50075";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_Monegros";"22083";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_Sos";"22084";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_Tornos";"44065";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_Valdejasa";"50077";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_las_Armas";"50076";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_del_Puente";"22082";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castel_de_Cabra";"44066";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castelflorite";"22085";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castellar_(El)";"44070";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castellote";"44071";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castelnou";"44067";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castelserás";"44068";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castiello_de_Jaca";"22086";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castigaleu";"22087";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castiliscar";"50078";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castillazuelo";"22088";
"http://opendata.aragon.es/recurso/territorio/Municipio/Castillonroy";"22089";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cañada_Vellida";"44062";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cañada_de_Benatanduz";"44060";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cañada_de_Verich_(La)";"44061";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cañizar_del_Olivar";"44063";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cedrillas";"44074";
"http://opendata.aragon.es/recurso/territorio/Municipio/Celadas";"44075";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cella";"44076";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cerollera_(La)";"44077";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cervera_de_la_Cañada";"50079";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cerveruela";"50080";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cetina";"50081";
"http://opendata.aragon.es/recurso/territorio/Municipio/Chalamera";"22094";
"http://opendata.aragon.es/recurso/territorio/Municipio/Chimillas";"22096";
"http://opendata.aragon.es/recurso/territorio/Municipio/Chiprana";"50092";
"http://opendata.aragon.es/recurso/territorio/Municipio/Chodes";"50093";
"http://opendata.aragon.es/recurso/territorio/Municipio/Chía";"22095";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cimballa";"50082";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cinco_Olivas";"50083";
"http://opendata.aragon.es/recurso/territorio/Municipio/Clarés_de_Ribota";"50084";
"http://opendata.aragon.es/recurso/territorio/Municipio/Codo";"50085";
"http://opendata.aragon.es/recurso/territorio/Municipio/Codos";"50086";
"http://opendata.aragon.es/recurso/territorio/Municipio/Codoñera_(La)";"44080";
"http://opendata.aragon.es/recurso/territorio/Municipio/Colungo";"22090";
"http://opendata.aragon.es/recurso/territorio/Municipio/Contamina";"50087";
"http://opendata.aragon.es/recurso/territorio/Municipio/Corbalán";"44082";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cortes_de_Aragón";"44084";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cosa";"44085";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cosuenda";"50088";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cretas";"44086";
"http://opendata.aragon.es/recurso/territorio/Municipio/Crivillén";"44087";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuarte_de_Huerva";"50089";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuba_(La)";"44088";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cubel";"50090";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cubla";"44089";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cucalón";"44090";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuerlas_(Las)";"50091";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuervo_(El)";"44092";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuevas_Labradas";"44094";
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuevas_de_Almudén";"44093";
"http://opendata.aragon.es/recurso/territorio/Municipio/Daroca";"50094";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ejea_de_los_Caballeros";"50095";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ejulve";"44096";
"http://opendata.aragon.es/recurso/territorio/Municipio/Embid_de_Ariza";"50096";
"http://opendata.aragon.es/recurso/territorio/Municipio/Encinacorba";"50098";
"http://opendata.aragon.es/recurso/territorio/Municipio/Erla";"50100";
"http://opendata.aragon.es/recurso/territorio/Municipio/Escatrón";"50101";
"http://opendata.aragon.es/recurso/territorio/Municipio/Escorihuela";"44097";
"http://opendata.aragon.es/recurso/territorio/Municipio/Escucha";"44099";
"http://opendata.aragon.es/recurso/territorio/Municipio/Esplús";"22099";
"http://opendata.aragon.es/recurso/territorio/Municipio/Estada";"22102";
"http://opendata.aragon.es/recurso/territorio/Municipio/Estadilla";"22103";
"http://opendata.aragon.es/recurso/territorio/Municipio/Estercuel";"44100";
"http://opendata.aragon.es/recurso/territorio/Municipio/Estopiñán_del_Castillo";"22105";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fabara";"50102";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fago";"22106";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fanlo";"22107";
"http://opendata.aragon.es/recurso/territorio/Municipio/Farlete";"50104";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fayos_(Los)";"50106";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fayón";"50105";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ferreruela_de_Huerva";"44101";
"http://opendata.aragon.es/recurso/territorio/Municipio/Figueruelas";"50107";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fiscal";"22109";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fombuena";"50108";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fonfría";"44102";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fonz";"22110";
"http://opendata.aragon.es/recurso/territorio/Municipio/Foradada_del_Toscar";"22111";
"http://opendata.aragon.es/recurso/territorio/Municipio/Formiche_Alto";"44103";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fortanete";"44106";
"http://opendata.aragon.es/recurso/territorio/Municipio/Foz-Calanda";"44107";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fraga";"22112";
"http://opendata.aragon.es/recurso/territorio/Municipio/Frago_(El)";"50109";
"http://opendata.aragon.es/recurso/territorio/Municipio/Frasno_(El)";"50110";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fresneda_(La)";"44108";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fréscano";"50111";
"http://opendata.aragon.es/recurso/territorio/Municipio/Frías_de_Albarracín";"44109";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuendejalón";"50113";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuendetodos";"50114";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuenferrada";"44110";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_Calientes";"44111";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_Claras";"44112";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_de_Ebro";"50115";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_de_Jiloca";"50116";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_de_Rubielos";"44113";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentespalda";"44114";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fueva_(La)";"22113";
"http://opendata.aragon.es/recurso/territorio/Municipio/Fórnoles";"44105";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gallocanta";"50117";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gallur";"50118";
"http://opendata.aragon.es/recurso/territorio/Municipio/Galve";"44115";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gargallo";"44116";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gea_de_Albarracín";"44117";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gelsa";"50119";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ginebrosa_(La)";"44118";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gistaín";"22114";
"http://opendata.aragon.es/recurso/territorio/Municipio/Godojos";"50120";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gotor";"50121";
"http://opendata.aragon.es/recurso/territorio/Municipio/Grado_(El)";"22115";
"http://opendata.aragon.es/recurso/territorio/Municipio/Graus";"22117";
"http://opendata.aragon.es/recurso/territorio/Municipio/Grañén";"22116";
"http://opendata.aragon.es/recurso/territorio/Municipio/Griegos";"44119";
"http://opendata.aragon.es/recurso/territorio/Municipio/Grisel";"50122";
"http://opendata.aragon.es/recurso/territorio/Municipio/Grisén";"50123";
"http://opendata.aragon.es/recurso/territorio/Municipio/Guadalaviar";"44120";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gurrea_de_Gállego";"22119";
"http://opendata.aragon.es/recurso/territorio/Municipio/Gúdar";"44121";
"http://opendata.aragon.es/recurso/territorio/Municipio/Herrera_de_los_Navarros";"50124";
"http://opendata.aragon.es/recurso/territorio/Municipio/Hinojosa_de_Jarque";"44123";
"http://opendata.aragon.es/recurso/territorio/Municipio/Hoz_de_Jaca";"22122";
"http://opendata.aragon.es/recurso/territorio/Municipio/Hoz_de_la_Vieja_(La)";"44124";
"http://opendata.aragon.es/recurso/territorio/Municipio/Hoz_y_Costeán";"22908";
"http://opendata.aragon.es/recurso/territorio/Municipio/Huerto";"22124";
"http://opendata.aragon.es/recurso/territorio/Municipio/Huesa_del_Común";"44125";
"http://opendata.aragon.es/recurso/territorio/Municipio/Huesca";"22125";
"http://opendata.aragon.es/recurso/territorio/Municipio/Híjar";"44122";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ibdes";"50125";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ibieca";"22126";
"http://opendata.aragon.es/recurso/territorio/Municipio/Iglesuela_del_Cid_(La)";"44126";
"http://opendata.aragon.es/recurso/territorio/Municipio/Igriés";"22127";
"http://opendata.aragon.es/recurso/territorio/Municipio/Ilche";"22128";
"http://opendata.aragon.es/recurso/territorio/Municipio/Illueca";"50126";
"http://opendata.aragon.es/recurso/territorio/Municipio/Isuerre";"50128";
"http://opendata.aragon.es/recurso/territorio/Municipio/Isábena";"22129";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jabaloyas";"44127";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jaca";"22130";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jaraba";"50129";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jarque";"50130";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jarque_de_la_Val";"44128";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jasa";"22131";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jatiel";"44129";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jaulín";"50131";
"http://opendata.aragon.es/recurso/territorio/Municipio/Jorcas";"44130";
"http://opendata.aragon.es/recurso/territorio/Municipio/Josa";"44131";
"http://opendata.aragon.es/recurso/territorio/Municipio/Joyosa_(La)";"50132";
"http://opendata.aragon.es/recurso/territorio/Municipio/Labuerda";"22133";
"http://opendata.aragon.es/recurso/territorio/Municipio/Lagata";"50133";
"http://opendata.aragon.es/recurso/territorio/Municipio/Lagueruela";"44132";
"http://opendata.aragon.es/recurso/territorio/Municipio/Laluenga";"22135";
"http://opendata.aragon.es/recurso/territorio/Municipio/Lalueza";"22136";
"http://opendata.aragon.es/recurso/territorio/Municipio/Lanaja";"22137";
"http://opendata.aragon.es/recurso/territorio/Municipio/Langa_del_Castillo";"50134";
"http://opendata.aragon.es/recurso/territorio/Municipio/Lanzuela";"44133";
"http://opendata.aragon.es/recurso/territorio/Municipio/Laperdiguera";"22139";
"http://opendata.aragon.es/recurso/territorio/Municipio/Lascellas-Ponzano";"22141";
"http://opendata.aragon.es/recurso/territorio/Municipio/Lascuarre";"22142";
"http://opendata.aragon.es/recurso/territorio/Municipio/Laspaúles";"22143";
"http://opendata.aragon.es/recurso/territorio/Municipio/Laspuña";"22144";
